ACCNUM,YEAR,HOUR,ROAD_CLASS,District,WardNum,ACCLOC,TRAFFCTL,VISIBILITY,RDSFCOND,ACCLASS,IMPACTYPE,INVAGE,INJURY,FATAL_NO,DRIVACT,DRIVCOND,PEDACT,PEDCOND,geometry
1060768,2008,20,Minor Arterial,Scarborough,20,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,55 to 59,Major,,,,,,"-79.25129, 43.718745"
1065436,2008,20,Major Arterial,North York,8,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,65 to 69,Major,,Driving Properly,Normal,,,"-79.42709, 43.707945"
1065436,2008,20,Major Arterial,North York,8,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,80 to 84,None,,Improper Turn,"Ability Impaired, Alcohol",,,"-79.42709, 43.707945"
1063638,2008,20,Major Arterial,Etobicoke York,3,,No Control,Clear,Dry,Non-Fatal Injury,SMV Other,25 to 29,Major,,Lost control,Medical or Physical Disability,,,"-79.51739, 43.599145"
1063638,2008,20,Major Arterial,Etobicoke York,3,,No Control,Clear,Dry,Non-Fatal Injury,SMV Other,unknown,,,,,,,"-79.51739, 43.599145"
1061106,2008,20,Major Arterial,Toronto and East York,13,,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,45 to 49,Major,,Driving Properly,Normal,,,"-79.377589, 43.664645"
1061106,2008,20,Major Arterial,Toronto and East York,13,,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,unknown,,,,,,,"-79.377589, 43.664645"
1061106,2008,20,Major Arterial,Toronto and East York,13,,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,65 to 69,None,,Failed to Yield Right of Way,Inattentive,,,"-79.377589, 43.664645"
1064434,2008,20,Major Arterial,Scarborough,21,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,20 to 24,Minimal,,,,,,"-79.28479, 43.747545"
1064434,2008,20,Major Arterial,Scarborough,21,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.28479, 43.747545"
1064434,2008,20,Major Arterial,Scarborough,21,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,20 to 24,None,,Speed too Fast For Condition,Unknown,,,"-79.28479, 43.747545"
1064434,2008,20,Major Arterial,Scarborough,21,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,40 to 44,Major,,,,Crossing without right of way,Normal,"-79.28479, 43.747545"
1035404,2008,20,Major Arterial,North York,16,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.31829, 43.726145"
1035404,2008,20,Major Arterial,North York,16,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,35 to 39,None,,Driving Properly,Normal,,,"-79.31829, 43.726145"
1035404,2008,20,Major Arterial,North York,16,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,75 to 79,Major,,,,On Sidewalk or Shoulder,Normal,"-79.31829, 43.726145"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,unknown,,,,,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,25 to 29,Minor,,Driving Properly,Normal,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,55 to 59,Minor,,Driving Properly,Normal,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,unknown,,,,,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,25 to 29,Minor,,Driving Properly,Normal,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,30 to 34,Minor,,Driving Properly,Unknown,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,30 to 34,None,,,,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,25 to 29,Minor,,,,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,20 to 24,Major,,,,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,15 to 19,Major,,,,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,20 to 24,Fatal,18,,,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,15 to 19,Fatal,19,,,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,20 to 24,Minor,,Exceeding Speed Limit,Had Been Drinking,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,unknown,,,,,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,30 to 34,Minor,,Driving Properly,Normal,,,"-79.31939, 43.725945"
1038340,2008,20,Major Arterial,North York,16,,No Control,Clear,Dry,Fatal,Approaching,unknown,,,,,,,"-79.31939, 43.725945"
1047683,2008,20,Local,Toronto and East York,12,,No Control,Clear,Dry,Fatal,Pedestrian Collisions,60 to 64,None,,Other,Inattentive,,,"-79.41219, 43.677645"
1047683,2008,20,Local,Toronto and East York,12,,No Control,Clear,Dry,Fatal,Pedestrian Collisions,85 to 89,Fatal,32,,,Other,Unknown,"-79.41219, 43.677645"
1062444,2008,20,Major Arterial,North York,6,,No Control,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,65 to 69,Major,,,,"Crossing, no Traffic Control",Normal,"-79.46989, 43.768145"
1062444,2008,20,Major Arterial,North York,6,,No Control,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,15 to 19,None,,,,,,"-79.46989, 43.768145"
1062444,2008,20,Major Arterial,North York,6,,No Control,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.46989, 43.768145"
1062444,2008,20,Major Arterial,North York,6,,No Control,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,15 to 19,None,,Driving Properly,Normal,,,"-79.46989, 43.768145"
1051188,2008,20,Major Arterial,Etobicoke York,5,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,50 to 54,Major,,Driving Properly,Normal,,,"-79.50239, 43.697545"
1051188,2008,20,Major Arterial,Etobicoke York,5,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,20 to 24,Minor,,Disobeyed Traffic Control,Inattentive,,,"-79.50239, 43.697545"
1053906,2008,20,Major Arterial,Toronto and East York,9,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Sideswipe,25 to 29,Major,,Driving Properly,Normal,,,"-79.46249, 43.673645"
1053906,2008,20,Major Arterial,Toronto and East York,9,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Sideswipe,unknown,None,,Improper Lane Change,Unknown,,,"-79.46249, 43.673645"
1055418,2008,20,Major Arterial,Scarborough,22,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,None,,Failed to Yield Right of Way,Normal,,,"-79.31779, 43.776545"
1055418,2008,20,Major Arterial,Scarborough,22,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,85 to 89,Major,,,,Crossing without right of way,Inattentive,"-79.31779, 43.776545"
1055263,2008,20,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.54909, 43.750645"
1055263,2008,20,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,None,,Improper Lane Change,Unknown,,,"-79.54909, 43.750645"
1055263,2008,20,Major Arterial,Etobicoke York,7,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,45 to 49,Major,,,,Pushing/Working on Vehicle,Normal,"-79.54909, 43.750645"
1056289,2008,20,Minor Arterial,North York,8,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Turning Movement,unknown,,,,,,,"-79.46609, 43.709345"
1056289,2008,20,Minor Arterial,North York,8,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Turning Movement,35 to 39,Major,,Driving Properly,Normal,,,"-79.46609, 43.709345"
1056289,2008,20,Minor Arterial,North York,8,At Intersection,Stop Sign,Clear,Dry,Non-Fatal Injury,Turning Movement,35 to 39,None,,Failed to Yield Right of Way,Normal,,,"-79.46609, 43.709345"
1026199,2008,20,Major Arterial,Etobicoke York,1,,Traffic Signal,Snow,Wet,Non-Fatal Injury,Rear End,20 to 24,Major,,,,,,"-79.60159, 43.730445"
1026199,2008,20,Major Arterial,Etobicoke York,1,,Traffic Signal,Snow,Wet,Non-Fatal Injury,Rear End,20 to 24,Minor,,Driving Properly,Normal,,,"-79.60159, 43.730445"
1026199,2008,20,Major Arterial,Etobicoke York,1,,Traffic Signal,Snow,Wet,Non-Fatal Injury,Rear End,30 to 34,None,,Speed too Fast For Condition,Inattentive,,,"-79.60159, 43.730445"
1043273,2008,20,Major Arterial,Etobicoke York,3,At Intersection,Traffic Signal,Clear,Dry,Fatal,Pedestrian Collisions,unknown,,,,,,,"-79.53399, 43.594345"
1043273,2008,20,Major Arterial,Etobicoke York,3,At Intersection,Traffic Signal,Clear,Dry,Fatal,Pedestrian Collisions,55 to 59,None,,Failed to Yield Right of Way,Unknown,,,"-79.53399, 43.594345"
1043273,2008,20,Major Arterial,Etobicoke York,3,At Intersection,Traffic Signal,Clear,Dry,Fatal,Pedestrian Collisions,60 to 64,Fatal,26,,,Crossing with right of way,Normal,"-79.53399, 43.594345"
1044949,2008,20,Local,Etobicoke York,7,,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,35 to 39,None,,,,,,"-79.51259, 43.728245"
1044949,2008,20,Local,Etobicoke York,7,,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,35 to 39,None,,Driving Properly,Normal,,,"-79.51259, 43.728245"
1044949,2008,20,Local,Etobicoke York,7,,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,5 to 9,Major,,,,,,"-79.51259, 43.728245"
1039417,2008,20,Major Arterial,Toronto and East York,9,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Sideswipe,30 to 34,Major,,Driving Properly,Normal,,,"-79.45999, 43.674145"
1039417,2008,20,Major Arterial,Toronto and East York,9,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Sideswipe,unknown,,,,,,,"-79.45999, 43.674145"
1039417,2008,20,Major Arterial,Toronto and East York,9,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Sideswipe,20 to 24,None,,Improper Lane Change,Inattentive,,,"-79.45999, 43.674145"
1126624,2009,20,Major Arterial,Scarborough,25,,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,None,,Failed to Yield Right of Way,Unknown,,,"-79.17509, 43.775445"
1126624,2009,20,Major Arterial,Scarborough,25,,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,55 to 59,Major,,,,,,"-79.17509, 43.775445"
1126056,2009,20,Major Arterial,North York,,,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,45 to 49,None,,Failed to Yield Right of Way,Normal,,,"-79.33629, 43.804045"
1126056,2009,20,Major Arterial,North York,,,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,40 to 44,Major,,Driving Properly,Normal,,,"-79.33629, 43.804045"
1128196,2009,20,Major Arterial,North York,18,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.41069, 43.760345"
1128196,2009,20,Major Arterial,North York,18,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,None,,Failed to Yield Right of Way,Inattentive,,,"-79.41069, 43.760345"
1128196,2009,20,Major Arterial,North York,18,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,25 to 29,Major,,,,On Sidewalk or Shoulder,Normal,"-79.41069, 43.760345"
1124221,2009,20,Major Arterial,North York,,At Intersection,Traffic Signal,Clear,Dry,Fatal,Pedestrian Collisions,35 to 39,None,,Driving Properly,Normal,,,"-79.30559, 43.731845"
1124221,2009,20,Major Arterial,North York,,At Intersection,Traffic Signal,Clear,Dry,Fatal,Pedestrian Collisions,15 to 19,Fatal,26,,,Crossing without right of way,Inattentive,"-79.30559, 43.731845"
1078876,2009,20,Minor Arterial,Scarborough,22,,No Control,Snow,Other,Non-Fatal Injury,SMV Other,70 to 74,Major,,,,,,"-79.31249, 43.797945"
1078876,2009,20,Minor Arterial,Scarborough,22,,No Control,Snow,Other,Non-Fatal Injury,SMV Other,80 to 84,Minimal,,Lost control,Normal,,,"-79.31249, 43.797945"
1102178,2009,20,Minor Arterial,Toronto and East York,14,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,70 to 74,None,,Driving Properly,Normal,,,"-79.34029, 43.687645"
1102178,2009,20,Minor Arterial,Toronto and East York,14,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,10 to 14,Major,,,,Crossing without right of way,Inattentive,"-79.34029, 43.687645"
1107544,2009,20,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,Minimal,,Driving Properly,Normal,,,"-79.38659, 43.650845"
1107544,2009,20,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,Minor,,Driving Properly,Normal,,,"-79.38659, 43.650845"
1107544,2009,20,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,15 to 19,None,,,,,,"-79.38659, 43.650845"
1107544,2009,20,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,15 to 19,Minimal,,,,,,"-79.38659, 43.650845"
1107544,2009,20,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.38659, 43.650845"
1107544,2009,20,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,20 to 24,Minimal,,Disobeyed Traffic Control,Unknown,,,"-79.38659, 43.650845"
1107544,2009,20,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,20 to 24,Minimal,,,,On Sidewalk or Shoulder,Normal,"-79.38659, 43.650845"
1107544,2009,20,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,30 to 34,Major,,,,On Sidewalk or Shoulder,Normal,"-79.38659, 43.650845"
1107544,2009,20,Major Arterial,Toronto and East York,10,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,25 to 29,Major,,,,On Sidewalk or Shoulder,Normal,"-79.38659, 43.650845"
1113770,2009,20,Minor Arterial,Toronto and East York,,,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,40 to 44,None,,Other,Inattentive,,,"-79.31829, 43.670645"
1113770,2009,20,Minor Arterial,Toronto and East York,,,No Control,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,50 to 54,Major,,,,,,"-79.31829, 43.670645"
1112683,2009,20,,North York,16,,No Control,Clear,Dry,Fatal,SMV Other,20 to 24,Minor,,,,,,"-79.32799, 43.718745"
1112683,2009,20,,North York,16,,No Control,Clear,Dry,Fatal,SMV Other,20 to 24,Fatal,18,,,,,"-79.32799, 43.718745"
1112683,2009,20,,North York,16,,No Control,Clear,Dry,Fatal,SMV Other,unknown,,,,,,,"-79.32799, 43.718745"
1112683,2009,20,,North York,16,,No Control,Clear,Dry,Fatal,SMV Other,20 to 24,Fatal,19,Exceeding Speed Limit,Unknown,,,"-79.32799, 43.718745"
1120071,2009,20,Major Arterial,North York,6,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,75 to 79,None,,Improper Turn,Normal,,,"-79.46069, 43.770245"
1120071,2009,20,Major Arterial,North York,6,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,20 to 24,Major,,Disobeyed Traffic Control,Normal,,,"-79.46069, 43.770245"
1120536,2009,20,Major Arterial,North York,,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,,,,,,,"-79.42559, 43.700945"
1120536,2009,20,Major Arterial,North York,,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,20 to 24,None,,Driving Properly,Normal,,,"-79.42559, 43.700945"
1120536,2009,20,Major Arterial,North York,,,Traffic Signal,Clear,Dry,Non-Fatal Injury,Cyclist Collisions,20 to 24,Major,,,,,,"-79.42559, 43.700945"
1090381,2009,20,Major Arterial,North York,16,At Intersection,Traffic Signal,Snow,Loose Snow,Non-Fatal Injury,Approaching,85 to 89,Major,,Lost control,Medical or Physical Disability,,,"-79.34699, 43.755845"
1090381,2009,20,Major Arterial,North York,16,At Intersection,Traffic Signal,Snow,Loose Snow,Non-Fatal Injury,Approaching,35 to 39,Minimal,,Driving Properly,Normal,,,"-79.34699, 43.755845"
1097142,2009,20,Major Arterial,Scarborough,23,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,15 to 19,None,,Failed to Yield Right of Way,Inattentive,,,"-79.23489, 43.794645"
1097142,2009,20,Major Arterial,Scarborough,23,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,45 to 49,Major,,,,Crossing with right of way,Normal,"-79.23489, 43.794645"
1105956,2009,20,Major Arterial,Etobicoke York,3,,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,20 to 24,None,,Improper Turn,Inattentive,,,"-79.55519, 43.614345"
1105956,2009,20,Major Arterial,Etobicoke York,3,,No Control,Clear,Dry,Non-Fatal Injury,Turning Movement,25 to 29,Major,,Exceeding Speed Limit,Inattentive,,,"-79.55519, 43.614345"
1155645,2010,20,Major Arterial,Scarborough,23,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,unknown,,,,,,,"-79.26919, 43.811645"
1173447,2010,20,Major Arterial,North York,6,At Intersection,Stop Sign,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,unknown,None,,Failed to Yield Right of Way,Normal,,,"-79.48549, 43.764645"
1155645,2010,20,Major Arterial,Scarborough,23,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,35 to 39,Minor,,,,,,"-79.26919, 43.811645"
1155645,2010,20,Major Arterial,Scarborough,23,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,30 to 34,Minor,,Driving Properly,Normal,,,"-79.26919, 43.811645"
1155645,2010,20,Major Arterial,Scarborough,23,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,unknown,,,,,,,"-79.26919, 43.811645"
1155645,2010,20,Major Arterial,Scarborough,23,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,20 to 24,Minimal,,Disobeyed Traffic Control,Unknown,,,"-79.26919, 43.811645"
1155645,2010,20,Major Arterial,Scarborough,23,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,unknown,,,,,,,"-79.26919, 43.811645"
1155645,2010,20,Major Arterial,Scarborough,23,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,30 to 34,Minimal,,Driving Properly,Normal,,,"-79.26919, 43.811645"
1155645,2010,20,Major Arterial,Scarborough,23,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,40 to 44,Major,,Driving Properly,Normal,,,"-79.26919, 43.811645"
1157528,2010,20,Local,Etobicoke York,5,,No Control,Clear,Dry,Non-Fatal Injury,SMV Unattended Vehicle,20 to 24,Major,,,,,,"-79.48089, 43.674545"
1157528,2010,20,Local,Etobicoke York,5,,No Control,Clear,Dry,Non-Fatal Injury,SMV Unattended Vehicle,unknown,,,,,,,"-79.48089, 43.674545"
1157528,2010,20,Local,Etobicoke York,5,,No Control,Clear,Dry,Non-Fatal Injury,SMV Unattended Vehicle,35 to 39,None,,Lost control,Normal,,,"-79.48089, 43.674545"
1157528,2010,20,Local,Etobicoke York,5,,No Control,Clear,Dry,Non-Fatal Injury,SMV Unattended Vehicle,unknown,None,,,,,,"-79.48089, 43.674545"
1173447,2010,20,Major Arterial,North York,6,At Intersection,Stop Sign,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,15 to 19,Major,,,,Crossing with right of way,Normal,"-79.48549, 43.764645"
1163874,2010,20,Major Arterial,Toronto and East York,13,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,25 to 29,None,,Driving Properly,Normal,,,"-79.36149, 43.656245"
1163874,2010,20,Major Arterial,Toronto and East York,13,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,5 to 9,Major,,,,Running onto Roadway,Inattentive,"-79.36149, 43.656245"
1166313,2010,20,Major Arterial,Etobicoke York,5,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Rear End,unknown,,,,,,,"-79.46659, 43.691745"
1166313,2010,20,Major Arterial,Etobicoke York,5,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Rear End,55 to 59,None,,Lost control,Inattentive,,,"-79.46659, 43.691745"
1166313,2010,20,Major Arterial,Etobicoke York,5,At Intersection,No Control,Clear,Dry,Non-Fatal Injury,Rear End,25 to 29,Major,,Driving Properly,Normal,,,"-79.46659, 43.691745"
1161050,2010,20,Minor Arterial,Toronto and East York,19,,No Control,Clear,Dry,Non-Fatal Injury,Rear End,50 to 54,None,,Following too Close,"Ability Impaired, Alcohol Over .08",,,"-79.30869, 43.668045"
1161050,2010,20,Minor Arterial,Toronto and East York,19,,No Control,Clear,Dry,Non-Fatal Injury,Rear End,25 to 29,None,,Driving Properly,Unknown,,,"-79.30869, 43.668045"
1161050,2010,20,Minor Arterial,Toronto and East York,19,,No Control,Clear,Dry,Non-Fatal Injury,Rear End,55 to 59,Major,,Driving Properly,Normal,,,"-79.30869, 43.668045"
1162673,2010,20,Major Arterial,Etobicoke York,2,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,55 to 59,Major,,Improper Turn,Normal,,,"-79.54899, 43.648845"
1162673,2010,20,Major Arterial,Etobicoke York,2,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,25 to 29,None,,Driving Properly,Normal,,,"-79.54899, 43.648845"
1162673,2010,20,Major Arterial,Etobicoke York,2,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,unknown,,,,,,,"-79.54899, 43.648845"
1162673,2010,20,Major Arterial,Etobicoke York,2,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Turning Movement,unknown,,,,,,,"-79.54899, 43.648845"
1163512,2010,20,Major Arterial,Etobicoke York,1,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,45 to 49,None,,Driving Properly,Normal,,,"-79.59559, 43.686745"
1163512,2010,20,Major Arterial,Etobicoke York,1,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,35 to 39,Major,,,,Crossing without right of way,Unknown,"-79.59559, 43.686745"
1163512,2010,20,Major Arterial,Etobicoke York,1,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,35 to 39,Major,,,,Crossing without right of way,Unknown,"-79.59559, 43.686745"
1163538,2010,20,Major Arterial,Etobicoke York,2,At Intersection,Stop Sign,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,unknown,None,,Improper Turn,Unknown,,,"-79.51249, 43.685545"
1163538,2010,20,Major Arterial,Etobicoke York,2,At Intersection,Stop Sign,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,45 to 49,Major,,,,Crossing with right of way,Normal,"-79.51249, 43.685545"
1143613,2009,20,Major Arterial,Etobicoke York,1,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,60 to 64,Minor,,Disobeyed Traffic Control,Medical or Physical Disability,,,"-79.56349, 43.704845"
1143613,2009,20,Major Arterial,Etobicoke York,1,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Angle,45 to 49,Major,,Driving Properly,Normal,,,"-79.56349, 43.704845"
1130772,2009,20,Major Arterial,Toronto and East York,19,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,20 to 24,None,,Failed to Yield Right of Way,Normal,,,"-79.29679, 43.689245"
1142942,2009,20,Major Arterial,Etobicoke York,,,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,65 to 69,Major,,Driving Properly,Normal,,,"-79.54779, 43.639045"
1142942,2009,20,Major Arterial,Etobicoke York,,,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,55 to 59,Minor,,Driving Properly,Normal,,,"-79.54779, 43.639045"
1142942,2009,20,Major Arterial,Etobicoke York,,,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,unknown,,,,,,,"-79.54779, 43.639045"
1142942,2009,20,Major Arterial,Etobicoke York,,,Traffic Signal,Rain,Wet,Non-Fatal Injury,Angle,unknown,None,,Disobeyed Traffic Control,Unknown,,,"-79.54779, 43.639045"
1130772,2009,20,Major Arterial,Toronto and East York,19,At Intersection,Traffic Signal,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,Major,,,,Crossing with right of way,Normal,"-79.29679, 43.689245"
1132126,2009,20,Major Arterial,Etobicoke York,1,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,,,,,,,"-79.58679, 43.740745"
1132126,2009,20,Major Arterial,Etobicoke York,1,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,25 to 29,None,,Driving Properly,Normal,,,"-79.58679, 43.740745"
1132126,2009,20,Major Arterial,Etobicoke York,1,,No Control,Clear,Dry,Non-Fatal Injury,Pedestrian Collisions,40 to 44,Major,,,,"Crossing, no Traffic Control",Had Been Drinking,"-79.58679, 43.740745"
1132715,2009,20,Major Arterial,Toronto and East York,,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,20 to 24,None,,Failed to Yield Right of Way,Normal,,,"-79.38719, 43.664345"
1132715,2009,20,Major Arterial,Toronto and East York,,At Intersection,Traffic Signal,Rain,Wet,Non-Fatal Injury,Pedestrian Collisions,35 to 39,Major,,,,Crossing with right of way,Normal,"-79.38719, 43.664345"
1146000,2010,20,Major Arterial,Toronto and East York,12,,No Control,Clear,Wet,Non-Fatal Injury,SMV Unattended Vehicle,55 to 59,Major,,Lost control,Medical or Physical Disability,,,"-79.39459, 43.687945"
1146000,2010,20,Major Arterial,Toronto and East York,12,,No Control,Clear,Wet,Non-Fatal Injury,SMV Unattended Vehicle,unknown,None,,,,,,"-79.39459, 43.687945"
